445476502.61775,232,90,255,127,0,128,38,34,45,248,119,2,1
445476502.67665,36,199,255,127,0,128,220,32,157,250,245,0,0
445476502.85663,176,232,255,127,28,148,67,34,251,254,68,0,0
445476502.98001,212,137,255,127,104,193,124,24,248,244,132,3,0
445476503.09672,124,250,220,13,180,248,75,37,195,245,138,253,1
445476503.15677,156,215,0,128,192,106,45,28,78,251,141,250,0
445476503.24681,0,128,0,128,64,175,130,38,9,255,124,250,0
445476503.33758,200,181,0,128,76,226,141,35,5,4,163,251,0
445476503.39651,96,176,0,128,0,128,133,39,199,4,159,2,0
445476503.54690,32,213,0,128,0,128,39,34,243,2,128,10,1
445476503.63713,0,128,0,128,0,128,121,33,192,254,102,9,0
445476503.72720,8,42,0,128,0,128,141,30,195,0,15,4,0
445476503.84693,136,252,0,128,0,128,12,34,27,3,76,3,0
445476503.93678,255,127,172,39,0,128,199,25,165,4,58,2,0
445476504.05683,255,127,32,33,0,128,175,32,236,2,89,11,1
445476504.14684,24,111,255,127,0,128,253,27,213,250,69,13,0
445476504.29669,132,77,255,127,0,128,176,32,244,242,253,6,0
445476504.38788,208,91,255,127,0,128,39,34,115,243,1,4,0
445476504.53705,128,36,255,127,0,128,180,38,221,254,194,253,1
445476504.59729,44,38,255,127,144,202,250,38,190,1,9,2,0
445476504.65685,0,128,255,127,0,128,45,37,24,1,130,8,0
445476504.80696,168,198,255,127,184,230,148,38,185,244,93,8,0
445476504.95682,196,227,140,22,255,127,0,31,198,244,103,248,1
445476505.10692,132,214,0,128,80,71,117,40,88,7,80,249,0
445476505.28681,36,229,0,128,0,128,162,37,73,7,176,8,0
445476505.34695,0,128,0,128,0,128,4,35,58,3,9,13,0
445476505.40790,160,76,0,128,0,128,167,32,106,251,65,10,0
445476505.52699,160,236,0,128,0,128,220,31,237,250,133,3,1
445476505.64679,200,20,0,128,0,128,225,30,142,2,37,253,0
445476505.73690,136,250,216,218,0,128,37,32,33,8,215,2,0
445476505.85698,248,36,216,65,0,128,20,25,5,16,219,11,0
445476505.91755,244,37,52,119,0,128,93,31,209,0,104,15,1
445476506.00696,152,80,255,127,0,128,76,28,246,2,166,21,0
445476506.09725,64,119,255,127,0,128,216,33,128,241,137,7,0
445476506.18678,244,43,255,127,0,128,96,34,107,241,40,255,0
445476506.30715,255,127,255,127,0,128,61,36,106,248,132,250,0
445476506.39782,255,127,255,127,0,128,204,34,168,255,19,253,0
445476506.54686,0,128,255,127,12,50,114,34,236,252,157,13,1
445476506.60703,244,59,255,127,44,37,233,33,211,244,111,9,0
445476506.66755,144,211,204,91,36,255,179,32,169,242,161,1,0
445476506.72678,248,158,84,242,172,18,233,35,111,242,61,253,0
445476506.87731,28,76,0,128,255,127,103,30,103,251,30,248,0
445476507.02692,255,127,0,128,0,128,26,32,206,6,138,254,1
445476507.14790,192,18,0,128,0,128,236,33,96,5,51,11,0
445476507.23699,148,12,0,128,0,128,128,33,24,255,192,11,0
445476507.29699,212,38,0,128,0,128,50,36,72,0,244,9,0
445476507.38795,72,195,0,128,0,128,188,31,48,253,28,7,1
445476507.44703,108,248,0,128,0,128,80,30,156,1,237,0,0
445476507.50713,120,43,0,128,0,128,39,29,203,1,101,2,0
445476507.59692,216,76,8,183,0,128,231,27,200,7,105,2,0
445476507.71677,108,81,52,62,0,128,77,29,246,3,81,8,0
445476507.83699,64,70,255,127,0,128,179,23,229,248,139,10,0
445476507.89722,248,8,255,127,0,128,212,29,221,247,73,13,1
445476508.01718,72,82,255,127,0,128,33,30,30,247,196,6,0
445476508.10861,88,101,255,127,0,128,63,31,45,249,16,1,0
445476508.16725,108,177,255,127,0,128,145,33,229,249,195,0,0
445476508.25709,120,89,255,127,0,128,9,34,72,253,48,254,0
445476508.34701,180,84,255,127,0,128,37,35,166,252,119,4,1
445476508.46717,188,206,255,127,20,227,68,37,64,246,114,5,0
445476508.52699,16,14,255,127,255,127,90,33,74,246,154,3,0
445476508.67743,136,247,32,157,92,63,125,32,36,249,48,251,0
445476508.73679,0,128,0,128,156,10,191,36,48,252,36,248,0
445476508.82743,112,4,0,128,255,127,92,31,189,3,250,250,0
445476508.97720,0,128,0,128,20,169,47,34,205,7,78,4,1
445476509.12690,44,183,0,128,0,128,178,32,229,255,45,10,0
445476509.27707,20,18,0,128,0,128,119,33,27,253,214,1,0
445476509.33819,204,0,0,128,0,128,168,28,150,255,252,1,1
445476509.39714,180,9,104,171,0,128,9,29,17,6,93,0,0
445476509.45692,104,107,0,128,0,128,234,30,253,6,186,3,0
445476509.57716,28,9,56,186,0,128,42,28,63,6,69,7,0
445476509.69699,72,223,88,96,0,128,228,25,51,2,7,12,0
445476509.90821,244,107,255,127,0,128,172,29,106,245,137,5,1
445476509.96762,208,109,255,127,0,128,144,32,1,246,69,253,0
445476510.05715,184,53,255,127,0,128,252,31,180,247,218,0,0
445476510.14701,56,247,255,127,0,128,64,32,79,2,220,0,0
445476510.26698,216,9,255,127,0,128,137,30,242,253,216,3,0
445476510.35706,228,248,255,127,112,165,199,34,200,253,104,5,0
445476510.41789,8,147,255,127,168,175,85,32,125,247,48,12,1
