445476375.77159,172,242,176,32,232,198,160,252,53,255,189,1,0
445476375.86281,208,36,16,29,140,210,208,252,18,255,156,1,0
445476375.92328,200,246,192,29,176,203,242,253,133,255,91,2,0
445476376.01274,164,34,12,40,12,198,170,253,187,253,198,6,0
445476376.16274,252,235,76,9,28,3,169,253,176,255,57,5,0
445476376.28370,44,42,176,68,108,181,101,251,160,0,173,3,0
445476376.34272,68,24,36,31,48,214,71,252,254,1,76,2,0
445476376.46273,92,13,208,11,176,160,148,255,103,2,172,0,0
445476376.70282,200,19,52,11,216,181,149,3,146,3,165,253,0
445476376.79272,0,242,236,44,104,182,62,9,2,4,130,250,0
445476376.88298,144,241,180,48,76,197,231,8,98,2,137,250,0
445476377.00281,144,7,60,46,0,202,111,8,243,1,253,250,0
445476377.09264,224,21,140,30,108,198,108,8,210,2,38,250,0
445476377.18322,192,22,88,8,220,207,25,7,150,4,241,249,0
445476377.27347,204,23,12,250,168,208,142,6,121,5,127,250,0
445476377.51295,28,2,4,0,240,211,36,4,99,5,25,251,0
445476377.63319,8,71,52,32,156,221,217,5,7,2,28,250,0
445476377.69297,204,22,236,253,156,222,28,4,245,3,114,251,0
445476377.78314,24,19,188,249,0,241,152,3,217,5,195,249,0
445476377.90353,104,20,120,242,156,201,13,5,177,1,121,249,0
445476378.02307,192,50,220,35,32,206,95,6,22,0,146,249,0
445476378.14358,160,55,52,33,148,215,141,6,199,0,217,249,0
445476378.20326,248,48,20,41,36,200,236,5,137,2,221,248,0
445476378.29290,184,54,136,26,212,189,122,5,129,3,218,248,0
445476378.41302,4,45,236,8,180,181,59,6,209,5,215,249,0
445476378.53288,96,31,92,6,228,158,45,8,167,7,195,250,0
445476378.59305,140,25,116,17,160,149,239,8,251,7,85,251,0
445476378.68337,228,23,188,24,52,155,82,9,244,7,251,251,0
445476378.77301,20,18,160,32,208,156,18,10,20,8,167,252,0
445476378.89474,240,15,132,57,12,155,103,11,254,5,203,252,0
445476379.04305,140,12,168,55,124,170,25,11,122,5,68,252,0
445476379.13318,192,13,16,43,84,174,217,10,70,5,39,252,0
445476379.25326,56,10,156,33,228,184,169,10,7,5,195,250,0
445476379.31362,148,17,44,44,208,177,92,10,138,4,127,249,0
445476379.40300,120,15,48,49,120,179,201,9,125,4,60,248,0
445476379.49299,84,18,60,54,200,186,31,10,28,5,7,247,0
445476379.61364,248,6,24,69,104,192,233,10,222,6,243,249,0
445476379.67298,32,30,144,3,0,128,67,9,252,7,94,251,0
445476379.76372,216,67,255,127,0,128,10,8,57,13,63,248,0
445476379.88308,228,246,112,91,248,238,7,10,82,13,103,253,0
445476379.97302,76,248,236,95,4,208,3,12,222,11,164,251,0
445476380.03297,8,66,255,127,84,10,44,14,230,9,57,251,0
445476380.09313,220,223,196,88,0,128,26,14,177,13,252,248,0
445476380.15317,64,15,28,58,220,244,56,13,157,14,20,251,0
445476380.21317,56,5,172,64,0,128,83,13,100,15,212,250,0
445476380.33307,100,14,224,67,100,153,203,13,248,15,139,255,0
445476380.45351,176,31,248,76,144,160,165,13,200,15,187,2,0
445476380.51338,28,232,120,43,136,193,79,11,103,13,40,10,0
445476380.57306,180,51,28,37,20,21,64,13,235,12,190,10,0
445476380.69309,0,98,104,35,108,211,133,13,79,9,10,12,0
445476380.78307,255,127,108,70,184,178,54,23,212,9,146,251,0
445476380.87304,255,127,148,107,224,38,126,17,111,9,211,1,0
445476381.05314,204,4,128,31,92,232,255,14,3,12,0,255,0
445476381.14326,244,70,100,41,160,221,102,13,113,12,129,253,0
445476381.23300,72,54,76,8,228,200,127,9,115,12,35,255,0
445476381.32337,255,127,52,31,8,233,32,7,138,11,164,254,0
445476381.38302,96,12,228,121,0,128,176,5,224,14,189,254,0
445476381.53086,92,27,172,73,4,203,8,3,42,11,68,5,0
445476381.59079,204,11,232,69,24,207,127,4,175,8,171,7,0
445476381.65096,64,238,184,109,92,205,217,3,255,7,107,7,0
445476381.71084,52,234,0,80,32,214,116,3,68,7,161,4,0
445476381.77081,88,247,60,45,136,255,8,3,82,4,34,5,0
445476381.86088,32,31,176,96,216,217,34,3,161,1,11,5,0
445476381.92105,100,12,212,71,56,65,69,3,194,3,226,0,0
445476382.10134,28,9,244,43,144,247,170,2,45,1,65,0,0
445476382.16113,208,7,108,29,208,9,233,0,218,0,192,253,0
445476382.22120,116,21,0,62,100,8,15,1,65,255,40,253,0
445476382.28176,40,55,224,67,128,34,154,0,170,255,188,252,0
445476382.34292,156,210,28,44,220,38,45,254,74,252,13,254,0
445476382.40288,100,242,208,249,80,238,47,255,49,252,103,1,0
445476382.46284,244,54,20,30,44,99,127,0,252,252,251,1,0
445476382.55315,255,127,240,59,168,6,150,255,0,252,176,254,0
445476382.61320,176,53,68,52,180,17,193,253,151,251,182,1,0
445476382.67307,244,54,92,38,160,5,214,253,135,251,105,7,0
445476382.76323,44,63,184,49,184,16,106,254,206,250,132,9,0
445476382.82405,52,89,136,56,20,10,72,252,201,254,117,8,0
445476382.88317,48,101,84,47,204,18,217,253,246,1,16,8,0
445476382.94313,128,87,48,24,8,13,102,254,59,5,224,5,0
445476383.00333,252,10,212,44,132,1,111,253,35,4,194,0,0
445476383.33313,8,34,240,21,236,6,72,255,72,1,16,255,0
445476383.39322,120,39,128,31,112,22,40,1,237,0,136,255,0
445476383.54316,44,57,204,22,76,5,152,254,39,253,61,253,0
445476383.72339,104,75,212,25,248,19,27,254,46,254,123,4,0
445476383.81398,180,68,204,18,104,12,5,253,202,253,191,3,0
445476383.90314,44,55,24,10,160,4,36,253,207,254,114,1,0
445476384.05332,152,42,188,28,220,4,61,252,165,254,169,1,0
445476384.14384,108,75,208,241,204,17,177,252,131,254,119,255,0
445476384.38314,228,73,180,255,12,252,248,254,208,0,23,255,0
445476384.44372,188,63,88,9,60,2,221,254,56,0,205,255,0
445476384.50378,112,61,16,8,192,2,202,254,178,255,35,0,0
445476384.59336,64,64,216,7,152,2,8,255,155,255,31,0,0
445476384.68314,12,67,4,7,128,7,86,255,210,0,91,255,0
445476384.89326,92,61,60,12,236,12,66,255,25,0,75,255,0
445476384.95310,92,59,168,15,64,4,247,252,141,255,170,255,0
445476385.01372,204,57,124,19,112,2,214,252,151,255,192,254,0
445476385.13321,232,74,0,6,208,250,150,252,225,255,57,254,0
445476385.22323,80,70,192,10,40,254,112,252,46,0,173,254,0
445476385.28316,180,75,40,14,204,4,143,251,71,0,255,254,0
445476385.37332,164,43,8,37,100,252,103,251,161,255,25,255,0
445476385.49329,176,62,156,26,208,247,92,250,51,255,27,254,0
445476385.58320,248,70,192,15,80,248,149,250,61,255,10,254,0
445476385.73320,120,69,92,249,148,247,186,252,155,255,232,254,0
445476385.82412,240,68,232,251,64,255,22,254,200,255,168,255,0
445476385.94326,144,62,128,4,80,1,12,255,242,255,103,0,0
445476386.03320,204,62,108,6,124,1,253,255,238,255,251,255,0
445476386.09327,76,71,136,10,132,255,163,0,152,255,246,0,0
445476386.15331,152,66,196,3,56,0,61,1,55,255,126,1,0
445476386.30323,8,64,112,11,236,0,16,2,169,255,250,255,0
445476386.42387,228,62,84,25,152,9,255,0,114,255,240,254,0
445476386.54330,16,60,204,45,148,19,50,255,74,255,109,1,0
445476386.66379,112,63,152,33,240,6,7,253,42,0,63,254,0
445476386.81372,140,61,216,26,160,248,191,251,181,255,113,254,0
445476386.90338,28,68,8,249,88,250,201,252,150,255,157,254,0
445476387.02390,96,75,120,225,252,240,22,0,17,0,27,255,0
445476387.08325,40,77,132,231,180,241,80,2,196,0,87,0,0
445476387.26395,8,69,204,248,244,195,64,9,135,1,2,1,0
445476387.41411,12,68,236,27,228,158,61,14,95,3,137,0,0
445476387.53331,216,62,204,55,0,128,75,17,119,4,211,0,0
445476387.59325,208,57,36,76,0,128,248,18,158,4,40,1,0
445476387.74329,236,11,255,127,0,128,124,21,183,3,217,0,0
445476387.86339,224,14,255,127,0,128,35,28,26,1,134,251,0
445476387.98328,224,60,255,127,60,22,16,31,88,5,137,251,0
445476388.13382,36,241,216,108,20,108,129,27,25,11,252,3,0
445476388.19395,216,18,116,216,100,20,41,29,113,4,239,9,0
445476388.25354,255,127,96,237,255,127,199,28,172,252,138,9,0
445476388.34335,132,31,0,128,255,127,194,32,105,251,34,7,0
445476388.43338,176,23,0,128,52,62,85,25,39,245,234,5,0
445476388.58332,68,26,0,128,0,128,165,23,48,248,9,2,0
445476388.67317,116,46,0,128,0,128,8,26,120,246,179,253,0
445476388.85330,200,10,0,128,0,128,167,24,70,249,206,252,0
445476388.94374,180,254,0,128,0,128,145,25,143,250,61,252,0
445476389.03336,204,31,124,166,0,128,189,24,20,252,253,251,0
445476389.09330,156,242,112,240,0,128,52,24,169,253,164,251,0
445476389.15350,196,36,184,29,0,128,44,24,245,255,114,250,0
445476389.24340,220,223,96,17,0,128,208,27,22,1,188,251,0
445476389.33353,92,13,88,127,0,128,172,26,117,255,80,250,0
445476389.39398,136,32,255,127,0,128,159,27,145,0,101,251,0
445476389.45349,120,42,255,127,0,128,208,25,98,3,139,250,0
445476389.51356,100,60,128,118,0,128,13,30,24,2,45,254,0
445476389.87322,192,245,255,127,20,196,139,32,15,4,132,3,1
445476389.96319,176,218,255,127,252,139,232,30,93,0,2,3,0
445476390.02314,40,14,255,127,240,79,159,28,8,255,89,6,0
445476390.08329,204,75,124,203,12,113,166,25,189,250,174,3,0
445476390.14319,52,43,232,220,132,57,254,24,60,254,123,3,0
445476390.20366,28,49,0,128,196,35,185,25,4,253,218,3,1
445476390.35373,152,46,0,128,12,169,25,23,146,249,92,5,0
445476390.41335,80,203,0,128,76,15,17,27,176,249,45,6,0
445476390.47316,228,1,0,128,0,128,45,24,41,249,166,2,0
445476390.62341,112,221,0,128,172,213,176,25,36,246,18,1,0
445476390.71332,124,192,0,128,0,128,173,19,194,246,241,3,0
445476390.80371,56,11,12,172,0,128,75,22,163,244,57,0,1
445476391.01344,216,99,248,3,0,128,26,14,108,1,39,248,0
445476391.13313,124,252,12,33,0,128,215,15,58,5,224,246,0
445476391.19306,144,4,200,31,196,29,106,18,115,28,255,253,0
445476391.25340,64,183,0,240,80,6,41,15,79,9,194,255,0
445476391.31329,28,66,48,48,0,128,224,13,85,255,149,255,0
445476391.37318,188,166,0,89,88,10,116,13,209,253,55,6,0
445476391.43311,184,15,255,127,0,128,106,15,144,2,82,1,0
445476391.55339,108,46,144,248,196,189,61,11,172,1,222,255,0
445476391.61339,0,128,255,127,16,23,233,10,81,255,139,3,0
445476391.67377,0,128,184,7,188,33,108,10,235,3,163,2,0
445476391.82396,255,127,136,246,180,65,180,8,190,1,221,3,0
445476391.91358,255,127,68,7,80,254,202,5,194,0,27,1,0
445476392.18341,0,128,32,42,16,192,18,253,41,252,68,255,0
445476392.30348,156,0,4,7,148,255,0,0,111,255,91,255,0
445476392.39353,196,75,152,242,20,250,208,255,60,0,116,0,0
445476392.48319,172,69,208,252,100,0,243,255,241,255,235,255,0
445476392.63351,56,65,0,2,160,8,235,255,29,0,186,255,0
445476392.72350,204,62,132,248,240,2,220,255,231,255,246,255,0
445476392.78343,144,65,224,251,160,7,218,255,229,255,243,255,0
445476392.90349,188,64,132,250,40,6,217,255,10,0,50,0,0
445476393.02349,84,64,0,251,148,6,227,255,241,255,230,255,0
445476393.11373,112,65,164,250,68,7,227,255,250,255,254,255,0
445476393.20351,56,65,20,252,200,6,230,255,9,0,235,255,0
445476393.29355,100,65,168,250,132,6,227,255,6,0,239,255,0
445476393.35358,128,81,20,253,80,242,3,0,70,255,121,254,0
445476393.44351,0,59,88,238,32,10,201,0,22,255,50,254,0
445476393.56362,20,249,4,237,104,243,133,255,171,253,242,251,0
445476393.65452,184,98,144,33,100,15,129,255,66,251,51,252,0
445476393.80345,255,127,96,48,216,253,139,252,179,253,30,253,0
445476393.89347,192,105,32,35,232,242,41,252,84,0,61,254,0
445476394.01407,176,86,32,33,12,4,219,251,210,0,36,254,0
