445476740.85956,188,218,0,128,0,128,117,217,207,253,63,254,1
445476740.91751,228,111,0,128,0,128,132,220,12,255,64,1,0
445476741.03748,36,192,0,128,60,55,148,219,154,0,42,254,0
445476741.21786,220,190,204,133,180,2,169,220,80,253,160,254,0
445476741.42858,144,4,196,100,148,75,98,221,16,3,160,4,1
445476741.54967,132,240,255,127,192,37,199,221,101,11,250,254,0
445476741.61080,148,116,255,127,0,128,142,223,2,12,5,251,0
445476741.66970,36,22,255,127,0,128,78,222,201,6,164,250,0
445476741.72974,104,210,255,127,0,128,153,222,121,7,200,250,0
445476741.90973,172,104,255,127,0,128,100,230,195,3,95,253,1
445476741.97001,64,42,255,127,0,128,184,226,42,4,184,251,0
445476742.05964,68,67,255,127,0,128,47,226,24,6,223,252,0
445476742.17960,164,84,176,213,0,128,224,226,252,7,48,249,0
445476742.23957,68,52,0,200,0,128,83,227,110,4,251,246,0
445476742.29964,228,43,0,128,0,128,130,229,12,4,247,244,0
445476742.35958,20,33,0,128,0,128,146,224,105,254,29,248,0
445476742.42046,8,45,0,128,0,128,14,225,56,254,240,246,1
445476742.48099,200,37,0,128,0,128,31,224,118,253,160,248,0
445476742.53746,28,30,0,128,0,128,16,224,200,252,154,247,0
445476742.62738,108,1,0,128,0,128,246,221,85,252,85,252,0
445476742.71727,12,7,0,128,0,128,21,222,140,255,222,1,0
445476742.89741,96,193,0,128,8,193,6,224,165,255,72,251,0
445476742.98784,68,188,0,128,0,128,11,223,13,1,108,249,1
445476743.04759,4,19,0,128,92,229,229,225,81,252,22,250,0
445476743.10761,208,224,0,128,228,118,55,225,126,249,47,252,0
445476743.19760,244,245,32,78,144,117,169,224,76,247,178,255,0
445476743.28758,164,187,88,241,92,39,217,222,107,251,153,6,0
445476743.34748,84,246,172,41,192,122,176,219,133,0,184,10,0
445476743.43798,48,237,255,127,92,189,50,226,183,8,106,9,0
445476743.49801,56,201,255,127,0,128,157,227,244,14,19,0,0
445476743.61993,48,157,255,127,0,128,111,225,137,9,171,247,1
445476743.67971,56,84,255,127,0,128,217,224,134,8,133,247,0
445476743.73986,252,207,255,127,0,128,60,227,183,4,5,246,0
445476743.80071,176,80,255,127,0,128,240,223,210,3,121,248,0
445476743.85973,176,104,255,127,0,128,218,227,55,2,207,255,0
